original_text,label,label_name,paraphrase,similarity
"Senate approves tax relief bill for manufacturers The Senate today passed a far-reaching, \$136 billion corporate tax package that cuts taxes for businesses ranging from film companies to bow-and-arrow makers while closing tax loopholes and bringing US exporters in line with ",2,Business,"The Senate has passed a tax-relief package worth $136 billion for corporations, which aims to reduce taxes for a variety of businesses, including film and bow manufacturers, and align US exporters with the tax code.",0.8726
Pitt to Interview at Least Three Coaches (AP) AP - Pittsburgh athletic director Jeff Long plans to interview at least three candidates to replace football coach Walt Harris.,1,Sports,"The athletic director of Pittsburgh, Jeff Long, is set to interview at least three coaches to fill the void left by football coach Walt Harris.",0.8423
"Fan v Fan: Manchester City-Tottenham Hotspur This weekend Manchester City entertain Spurs, and with last seasons seven-goal FA Cup epic between the two teams still fresh in the memory, entertain could be the operative word.",1,Sports,"The FA Cup tie between Manchester City and Tottenham Hotspur on Saturday may be the right word to use, as the former scored seven goals against them.",0.5919
"SKorea's Samsung to invest 24 billion dollars in new chip lines (AFP) AFP - South Korea's Samsung Electronics Co., the world's largest memory chipmaker, said it would invest some 24 billion dollars in building new chip production lines over the next six years.",0,World,"Samsung Electronics Co., the world's largest memory chip manufacturer, announced a commitment to invest 24 billion dollars in new chip production lines over the next six years.",0.6762
"Paterno #39;s real tragedy may be not knowing when to go Joe Paterno often has talked about the profound impact that a piece of classic literature has had on his life. While a student at Brooklyn Prep in the early 1940s, he devoured TheAeneid, written by the Roman poet Virgil.",1,Sports,"The real tragedy for Paterno is not knowing when to go back to the writings of Virgil. Paternity has often talked about the profound influence of a piece of classic literature on his life, such as when he read The Aeneid while studying at Brooklyn Prep in the early 1940s.",0.7731
Patch in for Microsoft server spoofing flaw Attackers could use hole in small-business software to trick personal information out of people.,3,Sci/Tech,The vulnerability of Microsoft's servers to spoofing may lead to a hole in small-business software that could trick users.,0.8829
Digital home entertainment hits the road Theater-quality entertainment systems are coming to the car. Is rush hour ready for wireless file swapping?\&lt;br /&gt; Photo gallery: Consumer gear takes a test drive,3,Sci/Tech,"During rush hour, is the world's premier digital home entertainment source now accessible for car owners to switch files wirelessly?",0.8182
"FedEx Quarterly Earnings More Than Double The world's top air-express shipper said earnings soared on strong revenue growth in its international, ground and freight services.",2,Business,"FedEx reported quarterly earnings that exceeded expectations, attributed to robust revenue growth in international, ground, and freight sectors.",0.768
Apple iTunes 'overcharging in UK' The OFT refers Apple's iTunes to the European Commission on the grounds that it over-charges UK customers.,3,Sci/Tech,The European Commission is being sued by the OFT for charging Apple iTunes unreasonably high prices in the UK.,0.7722
"Toy Safety Glance 398,000 Bumble Bee toys distributed by Graco Children #39;s Products. Graco received 26 reports of antennae breaking off the toys, including five reports of children who started to choke on the broken parts.",2,Business,"Graco Children #39;s Products distributed Toy Safety Glance with 398,000 Bumble Bee toys, which had 26 incidents where children started to choke on the broken parts.",0.8829
"Sabotage halts Iraq oil exports from north KIRKUK, Iraq, Nov 2 (AFP) - Iraqi oil exports to Turkey were halted after a series of attacks Tuesday, including a major strike on a pipeline network connecting wells west of Kirkuk with the main export pipeline and refineries further south, oil officials ",0,World,"Sabotage of Iraqi oil exports from the north has brought an end to oil exporting to Turkey, with a series of attacks, including a massive strike on a well-known pipeline network that links wells to the main export pipeline and refineries located in the south, according to official statements.",0.8389
"Oracle expected to push on content management at OpenWorld Oracle is expected to unveil updates to its software's content management and business intelligence functions, as well as other enhancements at next week's Oracle OpenWorld user event.",3,Sci/Tech,Oracle is expected to present updates on the content management and business intelligence functions of its software during the upcoming OpenWorld user event.,0.8961
"NASA expert says Bush stifles evidence on global warming IOWA CITY, Iowa A NASA scientist has charged that the Bush administration is subverting science and misleading the public by trying to suppress or alter evidence on the dangers of global warming.",3,Sci/Tech,The Bush administration's attempts to suppress or alter evidence on global warming are being criticized by a NASA scientist in Iowa for subverting scientific concepts and misleading the public.,0.8068
Picking Your Perfect PCI Express PC Way back in June I suggested you hold off on buying a new PC until systems with PCI Express shipped. The new technology has the potential to dramatically improve performance because it replaces the pokey old ,3,Sci/Tech,"In June, while shopping for my perfect PC, I recommended you delay buying a new computer until PCI Express is available. The technology's newness could result in a substantial improvement in performance, replacing the old slowdown on dedicated cards.",0.8599
"Gannett Needs Ad Pickup to Hit Target-CFO  NEW YORK (Reuters) - Newspaper publisher Gannett Co Inc.  &lt;A HREF=""http://www.investor.reuters.com/FullQuote.aspx?ticker=GCI.N target=/stocks/quickinfo/fullquote""&gt;GCI.N&lt;/A&gt; will need to see advertising demand pick up for its  fourth-quarter earnings to meet the consensus target of Wall  Street analysts, its chief financial officer said on Wednesday.",2,Business,"According to Reuters, Gannett Co. needs to meet the consensus target of Wall Street analysts through ads, as per its chief financial officer's statement on Wednesday.",0.8363
"Bush Urges Putin Uphold Russian Democracy (Reuters) Reuters - President Bush on Wednesday urged\Russian President Vladimir Putin to ""uphold the principles of\democracy"" in a carefully worded message expressing concern\about Putin's proposed political reforms.",0,World,"On Wednesday, Bush expressed concern about Putin's proposed political reforms and urged the Russian President to uphold the principles of democracy in a thoughtful manner.",0.7718
Gardner Loses Quest for Repeat Wrestling Gold US heavyweight Rulon Gardner lost his Olympic title Wednesday after being beaten in the semi-final stage of the 120kg Greco-Roman wrestling event by Georgiy Tsurtsumia of Kazakhstan.,1,Sports,"In the semi-finals of the 120kg Greco-Roman wrestling event, Georgiy Tsurtsumia of Kazakhstan defeated Rulon Gardner, resulting in the loss of his Olympic title and the quest for repeat wrestling.",0.7075
California Ace for Rose Justin Rose had his first-ever professional hole-in-one at the tough par-three 17th at Forest Oaks and then confessed that it was his only decent shot of the day.,1,Sports,"At Forest Oaks, Justin Rose, the ace from California, had his first professional hole-in-one at the challenging 17th hole, and later admitted that it was the only decent shot of the day.",0.8987
"Nev. Move to Purge Some Dem Voters Fails (AP) AP - Elections officials have rebuffed an attempt by a former GOP operative to purge about 17,000 Democrats from the voter rolls in the battleground state of Nevada, where the two presidential candidates are in a dead heat.",0,World,"A former GOP operative's attempt to purge around 17,000 Democrats from the voter rolls in Nevada has been rejected by elections officials, where the two presidential candidates are in a tight race.",0.7332
Google creators in share sell-off Google founders Larry Page and Sergey Brin have announced plans to sell millions of shares in the web search company they launched in 1998.,2,Business,"The net worth of Google founders Larry Page and Sergey Brin has been cut in half, with plans to sell off millions of shares in the internet-based web search company.",0.7818
"Techs Hit Asian Shares Lower; Oil Down (Reuters) Reuters - Technology stocks led Asian share\markets lower Friday after a retreat by their U.S. peers, with\investors cautious amid record-breaking oil prices and ahead of\U.S. jobs data later in the day.",2,Business,"Asian tech stocks saw a decline on Friday, with tech stocks being pushed down after their U.S. counterparts, while investors were cautiously pursuing new record-setting oil prices and ahead of anticipated U.K. job statistics later in the day.",0.8308
"Jackson the Wizard of Loz WHATEVER her status as an individual in the world of basketball, Lauren Jackson #39;s ultimate legacy will be what she achieves with her teams.",1,Sports,Lauren Jackson #39 will be remembered as the final great basketball player due to her successful contributions to the sport.,0.7736
"Scientists find Arctic is warming quickly A four-year-long study of the Arctic climate confirms what many in Canada #39;s North have been saying for years -- the Arctic is melting, and faster all the time.",3,Sci/Tech,A four-year study of the Arctic climate by scientists confirms the long-standing belief of many in Canada's North that the Arctic is experiencing rapid and rapid melting.,0.8773
Dickens Departs Tony Dickens resigns as head coach at Northwestern six months after leading the Wildcats to the Maryland 4A boys basketball title.,1,Sports,"The Wildcats' head coach, Tony Dickens, resigns from his position at Northwestern after winning the Maryland 4A boys basketball championship six months ago.",0.9083
Allied Waste shares fall as company again lowers outlook AUSTIN - The stock of Allied Waste Industries Inc. fell Tuesday after the waste hauler cut its 2004 profit outlook for the second time in as many months.,2,Business,"The future of Allied Waste Industries Inc. fell on Tuesday, as the company's stock fell again, marking the second time in as many months.",0.7289
"IBM Says Swamps Rivals in Key UNIX Computer Test IBM (IBM.N: Quote, Profile, Research) said on Thursday its workhorse commercial computers have smashed the industry #39;s most demanding tests, which analysts said creates ",3,Sci/Tech,"IBM announced on Thursday that its commercial computers had surpassed the most challenging tests in the industry, according to analysts.",0.6957
"Tokyo Stocks Finish 2.6 Percent Higher (AP) AP - Tokyo stocks finished sharply higher Monday, fueled by Wall Street's gains last week. The U.S. dollar was higher against the Japanese yen.",0,World,"Following a week of Wall Street's gains, Tokyo's stocks finished up 2.6 percent on Monday. The yen experienced a surge, as the U.S. dollar appreciated.",0.831
BSkyB sees profits rise after strong subscriber growth (AFP) AFP - British satellite broadcaster BSkyB said profit rose by 16 percent in the first quarter as the group enjoyed strong subscriber growth in the run-up to the key Christmas trading period.,0,World,"BSkyB's profits increased by 16 percent in the first quarter, thanks to a robust subscriber growth in the lead up to the crucial Christmas trading period, as reported by AFP.",0.7395
"CarMax Earnings Fall, Stock Up on Outlook (Reuters) Reuters - CarMax Inc.  on Friday posted\lower quarterly profit, but the used-car retailer said its\sales have been steadily improving, sending its shares up as\much as 14 percent.",2,Business,"Reuters reports that CarMax Inc. reported a decline in its quarterly profit on Friday, but its stock has continued to rise by as much as 14 percent.",0.841
"Inheriting Aura From Woods, the New King of Golf Is a Lion Vijay Singh has a golf swing to envy, even when fooling around. A few days ago on the driving range at the Tour Championship, Singh grabbed Steve Flesch #39;s golf clubs.",1,Sports,"Vijay Singh, the new King of Golf, has a golf swing that he can relate to, even when playing with Tiger Woods. Just a few days ago, Singh took hold of Steve Flesch's golf clubs at the Tour Championship.",0.8791
"Consumer Prices Climb; Jobless Claims Up (AP) AP - Consumer prices barely budged in August, suggesting that inflation isn't currently a problem for the economy and Federal Reserve policy-makers can stick with a gradual approach to raising interest rates.",2,Business,"The pace of job losses in August has dipped, indicating that the economy is not grappling with inflation and that Federal Reserve policy-makers can merely adopt a one-drop approach to raise interest rates.",0.5916
"Malls setting curfews for unchaperoned teens COLUMBUS, Ohio -- It's 10 on a Friday night, and all 15-year-old Sylvia Fallon wants is to hang out with her friends at the mall.",2,Business,"The only thing on the agenda for 15-year-old Sylvia Fallon, a 15-foot-tall teen, is to spend time with her friends at a Columbus mall, despite the sudden change in its curfews.",0.8152
"Fallujah Violence Leaves 10 Troops Dead (AP) AP - U.S. troops powered their way into the center of the insurgent stronghold of Fallujah on Tuesday, overwhelming small bands of guerrillas with massive force, searching homes along the city's deserted, narrow passageways and using loudspeakers to try to goad militants onto the streets.",0,World,"On Tuesday, 10 U.S. troops were killed in the Fallujah violence, having entered the city's center and overpowering guerrilla fighters, raiding homes and using loudspeakers to lull militants into the streets.",0.8005
"Tropical Storm Kills at Least 90 in Haiti GONAIVES, Haiti - Tropical Storm Jeanne brought raging floodwaters to Haiti, killing at least 90 people and leaving dozens of families huddled on rooftops as the storm pushed further out into the open seas on Sunday, officials said.    Floods tore through the northwestern coastal town of Gonaives and surrounding areas, covering crops and turning roads into rivers...",0,World,"Tropical Storm Jeanne caused the death of at least 90 people and left many families huddled on their rooftops as it swept through the northwestern coastal town of Gonaives and its surrounding areas, transforming roads into rivers.",0.7646
Weather Data In Your Own Back Yard (washingtonpost.com) washingtonpost.com - WeatherBug wants to make meteorologists out of its users. The Internet weather service based in Gaithersburg has begun selling sensors that can turn anyone's back yard into a Web-connected weather station.,3,Sci/Tech,"The service, now called Weather Data In Your Own Back Yard (WWB.COM), is aiming to make its users as meteorologists as possible in a new move to online weather services like WeatherBug, which sell sensors that turn Gaithersburg's back yard into a 24-hour Web-connected weather station.",0.8229
Microsoft Changes Its Tune on Porting SP2 Fixes Microsoft Watch: Redmond had told developers privately earlier this year of plans to port some SP2 fixes to older versions of Windows.,3,Sci/Tech,"Microsoft has changed its mind about porting SP2 fixes to older Windows versions, as announced earlier this year.",0.7868
"Swimmer, 77, believed killed in shark attack CAPE TOWN -- A great white shark estimated to be at least 18 feet long attacked and presumably killed an elderly South African woman yesterday off a beach near Cape Town, officials said. Tyna Webb, 77, who lived in the area, was swimming off Sunny Cove in Fish Hoek when the massive shark circled her and then attacked, witnesses and ...",0,World,"According to reports, a swimming woman from Cape Town was attacked by a large shark that was believed to be at least 18 feet long. According to officials, Tyna Webb, 77, was swimming off Sunny Cove in Fish Hoek.",0.8884
"Pound soars amid wider currency fears Sterling rose to its highest level against the dollar since Black Wednesday, the day in September 1992 when the pound was forced out of the Exchange Rate Mechanism, the forerunner of the euro.",2,Business,"The pound experienced a sharp rise against the dollar as a result of currency anxiety, with Sterling reaching its highest level since September 1992 when the Exchange Rate Mechanism, the forerunner to the euro, was abandoned.",0.6926
"Dollar Bounces; Eye on Data, Greenspan  LONDON (Reuters) - The dollar bounced off recent four-week  lows against the euro and yen on Monday in thin August trade  with investors focusing on U.S. data and a speech by the  Federal Reserve chief later in the week.",2,Business,"Despite a slight decline in the dollar's value against the euro and yen in August, investors were able to bounce back due to a focus on U.S. data and a speech by the Federal Reserve chief later in the week.",0.7289
Harvard Seeks Permission to Clone Human Embryos (Reuters) Reuters - Harvard University researchers said\on Wednesday they were seeking permission to use cloning\technology to make human stem cells.,3,Sci/Tech,"According to Reuters, Harvard University researchers are now seeking approval to use cloning to create human embryos.",0.8549
"Intel Sheds Light on 2005 Desktop Strategy Intel #39;s products for the digital home and digital office in 2005 will give consumers and IT managers more capabilities than just raw performance, and the company plans to highlight those products as it did with its Centrino mobile technology, Intel ",3,Sci/Tech,"In 2005, Intel will focus on its core products for the digital home and digital office strategy, which will provide consumers and IT managers with more capabilities than just raw performance.",0.8467
Tremor shook Japan At least 14 people sustained injuries when a strong earthquake with a preliminary magnitude of 7.1 hit a sparsely populated area of Japan #39;s northernmost main island of Hokkaido.,0,World,A massive earthquake with a preliminary magnitude of 7.1 caused injuries to at least 14 individuals in a sparsely populated region on Japan's main island.,0.7769
"Stunt pilots to save sun dust IT PROMISES to be a scene worthy of a science fiction spectacular. A space probe carrying primordial material scooped from outer space starts to plunge towards our planet. But before it can strike, a helicopter flown by a Hollywood stunt ...",3,Sci/Tech,"Let it all boil down to this: IT PROMISES is capable of surviving until it reaches the earth's surface, and a space probe carrying primordial material falls towards us, but only a stunt aircraft, piloted by a Hollywood man can finally strike us.",0.5443
US Airways shares up on possible pilots pact Shares of US Airways Group Inc. rose more than 9 Thursday morning after the airline #39;s pilots union said it may agree on a plan to cut wages and benefits.,2,Business,US Airways is reporting a rise in its shares after the pilots union indicated a possible agreement to cut benefits and wages for its employees.,0.8285
"Virgin Starts (70) Mile-High Club With the misery that has plagued the airline industry recently, the last place you #39;d expect to see some inspiring -- heck, potentially rule-breaking -- thinking would be from an airline entrepreneur.",3,Sci/Tech,"Considering the upheaval in the airline industry, the inclusion of Virgin Starts' Mile-High Club would be an ideal opportunity for airline founders to demonstrate some of their thinking and potentially break the rules.",0.8007
"Car Crashes Into Japan Parliament Gate -Jiji (Reuters) Reuters - A car crashed into a gate of Japan's\parliament building in central Tokyo on Thursday and caught\fire, Jiji news agency said.",0,World,Jiji news agency reported that a car that had crashed into Japan's parliament building gate in central Tokyo on Thursday was caught on fire.,0.8598
Arafat #39;s body arrives in Cairo for funeral The body of late Palestinian President Yasser Arafat has arrived in Cairo from Paris for a military funeral which presidents and other dignitaries from around the world are due to attend.,0,World,The body of Palestinian President Yasser Arafat has been brought back from Paris to Cairo for a military funeral that is expected to be attended by presidents and other dignitaries from around the world.,0.8781
"Labor: Anti-Peres meetings scheduled for Sunday Labor members have scheduled two  #39;rebel #39; anti-Peres conferences for Sunday, one to be headed by MK Matan Vilnai and the second by MK Binyamin Ben-Eliezer.",0,World,"Two anti-Peres conferences have been arranged by Labor members for Sunday. MK Matan Vilnai will head the first conference, while MK Binyamin Ben-Eliezer will head up the second.",0.8547
Half.com to continue at full speed This fourth priority #39;s main focus has been improving or obtaining CRM and ERP software for the past year and a half. Online auction giant eBay won #39;t be closing down its Half.,3,Sci/Tech,"Half.com has been focusing on acquiring CRM and ERP software for the past 18 months, but they plan to keep it.",0.625
Bond game fails to shake or stir GoldenEye: Rogue Action fails to deliver on the promise of its name and struggles to generate the original's massive sense of fun.,3,Sci/Tech,"GoldenEye doesn't see the potential in Rogue Action, despite the game's title being met and not getting the massive sense of humour that was present in the original.",0.7098
Microsoft files lawsuits against smut spammers Microsoft said today it has filed seven lawsuits against defendants it accuses of sending hundreds of thousands of spam e-mails with sexually explicit content.,3,Sci/Tech,Microsoft has filed seven lawsuits against defendants for allegedly sending hundreds of thousands of sexually explicit emails through smut spammers.,0.9594
China wary at Taiwan poll result China's media responds cautiously to the election setback suffered by Taiwan's pro-independence DPP.,0,World,The Taiwanese media seems to be wary of the Taiwane.com election outcome. Taiwan's pro-independence DPP was able to demonstrate their support for Taiwan in the past.,0.7745
"Britain plans national ID cards London -- Invoking a global threat of terrorism, the British government announced plans Tuesday to introduce national identity cards for the first time since the World War II era.",0,World,"The British government is set to introduce national ID cards in the United Kingdom, citing the threat of terrorism to protect citizens from overseas.",0.8985
"Germany to kick off 2006 World Cup FRANKFURT, Germany -- Hosts Germany will play in the opening match of the 2006 World Cup, the organizing committee of the governing body FIFA announced on Wednesday.",1,Sports,"The opening match of the 2006 World Cup will feature Germany, as confirmed by the organizing committee of FIFA, as hosted teams prepare to take part in Germany's inaugural game.",0.8311
This year #39;s Panthers could learn a thing or two from Michael Vick CHARLOTTE - Michael Vick head-butting an opposing linebacker may not have been the smartest thing for a National Football League quarterback to do.,1,Sports,Michael Vick's head-butting an opposing linebacker might not have been the most intelligent move on the part of a National Football League quarterback this year.,0.7616
"Reclusive Amish could be thrown into election battleground (AFP) AFP - Martha Lapp hopes to vote for the first time in the US presidential election, in which the reclusive Amish sect that her family belongs to could play a key role.",0,World,"In the US presidential election, Martha Lapp is hoping to contribute as a member of the reclusive Amish sect that her family currently belongs to will receive a direct role.",0.7206
"Chargers, Rivers Agree to Deal The San Diego Chargers finally reached a contract agreement last night with quarterback Philip Rivers. Rivers, the fourth overall choice in April #39;s draft, agreed to a six-year deal worth about \$40 million, including ",1,Sports,"The San Diego Chargers have finally agreed to a six-year contract with Philip Rivers, who was the fourth overall pick in the April #39 draft.",0.9027
Business Technology: Microsoft And Its Blind Spot: Linux Steve Ballmer #39;s letter to customers said nothing about the widespread reality of tens of thousands of Microsoft customers who are eager to deploy BOTH Windows and Linux.,3,Sci/Tech,The tens of thousands of Microsoft customers who are enthusiastic about deploying Windows and Linux were not adequately addressed in Steve Ballmer's letter to customers about the blind spot in business technology.,0.7701
"HGS Picks Watkins as New Chief Executive  Human Genome Sciences Inc. plans to announce today that it has hired a 20-year product development veteran from Abbott Laboratories Inc. as chief executive. H. Thomas Watkins, 51, will face the challenge of completing the Rockville company's makeover from gene hunter to drug marketer.",2,Business,"The announcement was made today by Human Genome Sciences Inc., which now has its new CEO, to bring in a 20-year veteran of product development from Abbott Laboratories Inc. H. Thomas Watkins, 51, will be responsible for completing the transformation from a gene hunter to a drug marketer.",0.7863
"Echoes Repeats Success Don't junk that GameCube: Metroid Prime 2 provides gorgeous atmosphere, a sweet score and fun gameplay to create a winner. By Chris Kohler.",3,Sci/Tech,"Chris Kohler has uncovered the story behind Metroid Prime 2 and its ability to provide a stunning setting, sultry score, and thrilling gameplay.",0.6724
"Nokia To Expand On-Device Storage Options &lt;a href=""http://news.com.com/NokiajoinsSecureDigitalindustrygroup/2100-1039_3-5365922.html""&gt;Nokia joins Secure Digital industry group&lt;/a&gt; &lt;font size=-1 color=#6f6f6f&gt;&lt;nobr&gt;CNET News.com&lt;/nobr&gt;",3,Sci/Tech,"Nokia expands its storage options on their On-Device devices &lt;a href=""http://www.unify.com/about/Nokia-NokiA-Noiban-Official[/PPT] &gt;###FFFFFF&lr;#$HQFHQF%DOWN%DOWN=#6f6f%%3f&gT;&ltimate;nobr&gtation;Nob R&G haut;br;gt",0.8205
Cricket: Dubai global academy The International Cricket Council are to open a global cricket academy designed to improve standards of lesser nations.,0,World,The International Cricket Council plans to establish a cricket academy in Dubai to enhance the game's quality among small nations.,0.8732
Inter draw with lecce while AC Milan crash Atlanta Bulgarian teenager Valeri Bojinov scored twice as Lecce came from two goals behind to draw 2-2 with Inter Milan in Italian first division league on Wednesday.,1,Sports,"Inter and Leicester drew 2-2 in the Italian first division on Wednesday, with Valeri Bojinov scoring twice and Anfield outperforming him twice.",0.7007
"Chinese economy surges 9.5 in first 3 quarters BEIJING: China #39;s economy surged by an impressive 9.5 per cent year-on-year in the first nine months of this year, marginally slower than the 9.7 per cent recorded in the first half of the year, the government said here on Sunday while claiming credit for ",2,Business,"The Chinese government claimed that the economy of China experienced a remarkable growth of 9.5% in the first quarter of the year, which was slightly less than the 9.7% recorded in the previous year.",0.7891
"U.S. Factory Growth Eases  NEW YORK (Reuters) - Expansion in the U.S. factory sector  slowed in August as higher costs for energy and raw materials  squeezed manufacturers, a report showed on Wednesday, but  analysts said growth remained relatively robust.",2,Business,"The expansion of the U.S. factory sector was aided by increased energy and raw material costs, but growth remained strong, according to a report on Wednesday.",0.8219
Ivory Coast Leader Urges End to Violence  ABIDJAN (Reuters) - Ivory Coast President Laurent Gbagbo  appealed for an end to the anti-French violence which erupted  after France destroyed most of the country's air force in  retaliation for the killing of nine French peacekeepers.,0,World,"After France destroyed most of its air force in retaliation for the deaths of nine French peacekeepers, Ivory Coast President Laurent Gbagbo urged for an end to anti-French violence.",0.8202
South Korea president in Brazil (AFP) AFP - South Korea's President Roh Moo-Hyun started an official visit to Brazil as part of his country's campaign to find new business in the region.,0,World,"As part of his efforts to locate new businesses in the country, South Korean President Roh Moo-Hyun has arrived in Brazil.",0.7516
Powell for Arab democracy but Middle East no ready convert IT WAS first unveiled to the world as the American dream for spreading democracy right across the Middle East. But by the time US secretary of state Colin Powell came to launch the administrations  quot;big ,0,World,"The US secretary of state's initial commitment to promoting democracy in the Middle East was not fulfilled, despite Powell's support for Arab democracy.",0.6385
"UCLA, Notre Dame Win Soccer Matchups (AP) AP - UCLA soccer coach Jillian Ellis was happy to beat her best friend, Princeton counterpart Julie Shackford. After all, a spot in the NCAA championship game was on the line.",1,Sports,"Julie Shackford, a well-known soccer player from UCLA, was defeated by her best friend and fellow student at Princeton.",0.6671
Oracle 1Q Earnings Rise 16 Percent (AP) AP - Business software giant Oracle Corp. said Tuesday that first-quarter earnings rose 16 percent driven by new database license sales that rose 19 percent.,3,Sci/Tech,"Oracle Corp. reported a 16 percent increase in first-quarter earnings on Tuesday, which is attributed to the company's 19 percent increase of new database license sales.",0.7907
"Intel slashes Itanium prices as Madison looms Intel has slashed prices across the board as it prepares to get behind new processor lines due this autumn. The Itanium server line has seen cuts of over 30 per cent, while prices for Intel #39;s fastest business ",3,Sci/Tech,"Madison-based Intel has cut its prices for its new processors this autumn, with a reduction of over 30% in the Itanium server line and a decrease of 33% in prices for Intel's most advanced business process processors.",0.8315
"Japanese Utility Plans IPO in October (AP) AP - Electric Power Development Co., a former state-run utility, said Friday it is planning an initial public offering on the Tokyo Stock Exchange in October, a deal that could be the country's biggest new stock listing in six years.",0,World,"The Tokyo Stock Exchange is set to hold an initial public offering for Electric Power Development Co. in October, which could be the largest new stock listing in the country for six years, according to the company.",0.6739
"Target Earns \$537 Million Target Corp. , the No. 2 US discount retailer, on Thursday posted a higher quarterly profit on stronger sales and gains from selling its Mervyn #39;s department store chain, and forecast 2004 would end well.",2,Business,"Target Corp., the second-largest discount retailer in the United States, posted a quarterly profit of $537 million on Thursday, attributed to stronger sales and gains from selling its Mervyn #39's department store chain, and predicted a successful year for 2004.",0.9189
"Activist's Daughter Speaks Against Castro (AP) AP - Her political activist father is her hero and Sayli Navarro wants to follow in his footsteps  #151; at any cost. The soft-spoken, articulate teenager was just 6 when her father went to prison the first time, for posting signs reading ""Down with Fidel.""",0,World,"The daughter of an activist, Sayli Navarro, is rejoicing in her father's footsteps as a political activist. She hopes to emulate her father, who was sentenced to jail for posting signs advertising ""Down with Fidel"" when she was only 6 years old.",0.8413
Cal Quarterback to Enter NFL Draft (AP) AP - California quarterback Aaron Rodgers will skip his senior season to enter the NFL draft.,1,Sports,"The NFL draft will not feature Aaron Rodgers, the quarterback from California, as he will not be playing his final year in college.",0.7767
Notables Every Baltimore starter reached base at least twice. Orioles' Brian Roberts set the AL record for doubles in a season by a switch hitter with 47 -- also tying Cal Ripken Jr.'s team record from 1983.,1,Sports,"Every Baltimore starter had a minimum of two home runs. Brian Roberts, the Orioles' second-place hitter, set the AL record for doubles in a season by hitting 47 batters and also tied Cal Ripken Jr.'s team record from 1983.",0.858
India hospital injections fears India's health minister tells parliament that nearly 70 of injections at government hospitals are unsafe.,0,World,India's health minister expresses concern to parliament regarding the safety of around 70 injections in government hospitals.,0.9023
"French Firms Sagem, Snecma Plan Merger  PARIS (Reuters) - French companies Snecma and Sagem   announced a planned 7 billion euro (\$8.9 billion) merger on  Friday, in a deal that analysts said was driven by political  rather than shareholder interests.",2,Business,"The merger of Sagem and Snecma, two French firms, was announced by analysts in Paris on Friday, with a price tag of 7 billion euro ($8.9 billion), and the merger being motivated by political factors rather than shareholder commitments.",0.9349
"FCC ruling sets stage for broadband surge Broadband service may get a little broader in the next few years, now that the Federal Communications Commission is graciously stepping out of the way.",3,Sci/Tech,"With the FCC ruling now in favor, broadband service could be widened in the next few years.",0.7012
Gold Fields wins appeal to fight takeover Gold Fields Ltd. won an appeal on Friday in its battle to stave off a hostile \$7.1 billion takeover by Harmony Gold Mining Co. that would create the world #39;s largest gold mining company.,2,Business,Gold Fields Ltd. wins battle against Harmony Gold Mining Co. with its successful appeal to prevent the company from being acquired by a hostile acquisition worth approximately $7.1 billion.,0.7908
"NBA brawl sends wrong message to all of us Ever since last Friday night #39;s NBA brawl in Detroit, I have tried to make sense out of the whole mess. I have watched replay after replay of the ordeal, hoping to come up with some sort of reason ",1,Sports,"The NBA conflict in Detroit has left us with mixed emotions, prompting me to seek clarity on its origins and find a way to navigate the events.",0.5131
Fed Raises Interest Rate to 2.25 Percent (Reuters) Reuters - The Federal Reserve raised U.S.\interest rates on Tuesday by a quarter-percentage point for the\fifth time this year and said it will keep gradually lifting\them from rock-bottom levels to forestall inflation.,2,Business,"The Fed kicks off the Fed's interest rate hike to 2.25 percent on Tuesday, marking the fifth time in six months that the central bank has hiked interest rates by a quarter-percentage point and announcing a gradual effort to raise rates from the rock-bottom range to prevent the inflationary pressures that have plagued U.S. economic growth.",0.8105
"Careening Indians Fall Slumping Cleveland lost a three-run lead while Derek Jeter homered and stole two ninth-inning bases as New York sent the Indians to their ninth consecutive loss, 5-4, Tuesday.",1,Sports,"Cleveland's collapse, along with home runs and batting average steals, led the Indians to their ninth consecutive loss on Tuesday, with Derek Jeter striking a double and stealing two ninth-inning bases.",0.8756
PeopleSoft Chief Threatens to Sue Over Oracle Statements PeopleSoft's chief executive accused Oracle of spreading misleading information about his stock sales and threatened to sue for defamation.,3,Sci/Tech,The chief executive of PeopleSoft has stated that the company may sue Oracle for spreading false information about its stock sales.,0.9173
"France Opposes Immigrant Transit Camps in Africa France, Sweden and Belgium shot down a German proposal to set up European Union refugee processing centres in North Africa, arguing that the idea would do more harm than good.",0,World,"France, Sweden, and Belgium rejected the notion of establishing refugee processing centers for European Union refugees in North Africa, citing negative consequences.",0.7541
"Cash America shuffles assets, sets special dividend WASHINGTON (CBS.MW) -- Cash America International (PWN) said it #39;s reached a deal to acquire privately owned SuperPawn, operator of a 41-store chain of pawn shops in the US including 21 locations in Las Vegas.",2,Business,"Cash America International (PWN) has agreed to acquire SuperPawn, a privately owned business with 21 pawn shops in the United States, and is also relocating assets and establishing a special dividend rate.",0.8236
"Spurs 88, 76ers 80 The Philadelphia 76ers got a firsthand demonstration of why Tim Duncan might be the toughest player in the NBA to defend. Duncan scored a season-high 34 points and grabbed 13 rebounds to lead the Spurs to ",1,Sports,"Tim Duncan's season-ending performance was a clear demonstration of his worth, as he scored 34 points and grabbed 13 rebounds to lead the Philadelphia 76ers to a season-high-level victory.",0.6864
