original_text,label,label_name,paraphrase,similarity
India hospital injections fears India's health minister tells parliament that nearly 70 of injections at government hospitals are unsafe.,0,World,India hospital injections feared the Minister of Health of India told Parliament that nearly 70 injections into government hospitals are dangerous.,0.962
"French Firms Sagem, Snecma Plan Merger  PARIS (Reuters) - French companies Snecma and Sagem   announced a planned 7 billion euro (\$8.9 billion) merger on  Friday, in a deal that analysts said was driven by political  rather than shareholder interests.",2,Business,"French companies Sagem, Snecma Plan Fusion PARIS (Reuters) - French companies Snecma and Sagem announced on Friday a planned merger of 7 billion euros (-8.9 billion dollars) in an agreement that, according to analysts, was motivated by political interests rather than by interests of shareholders.",0.9674
"FCC ruling sets stage for broadband surge Broadband service may get a little broader in the next few years, now that the Federal Communications Commission is graciously stepping out of the way.",3,Sci/Tech,"FCC's decision paves the way for broadband expansion Broadband service could become a little larger in the coming years, now that the Federal Communications Commission is moving away gracefully from the track.",0.7521
Gold Fields wins appeal to fight takeover Gold Fields Ltd. won an appeal on Friday in its battle to stave off a hostile \$7.1 billion takeover by Harmony Gold Mining Co. that would create the world #39;s largest gold mining company.,2,Business,Gold Fields wins the call to fight the takeover Gold Fields Ltd. won a call Friday in its battle to avoid a hostile takeover \ $7.1 billion by Harmony Gold Mining Co. who would create the world #39; the largest gold mining company.,0.8756
"NBA brawl sends wrong message to all of us Ever since last Friday night #39;s NBA brawl in Detroit, I have tried to make sense out of the whole mess. I have watched replay after replay of the ordeal, hoping to come up with some sort of reason ",1,Sports,"The NBA fight sent us a bad message since last Friday night #39; s the NBA fight in Detroit, I tried to make sense of all the mess. I watched replay after replay of the event, hoping to find some kind of reason",0.8583
Fed Raises Interest Rate to 2.25 Percent (Reuters) Reuters - The Federal Reserve raised U.S.\interest rates on Tuesday by a quarter-percentage point for the\fifth time this year and said it will keep gradually lifting\them from rock-bottom levels to forestall inflation.,2,Business,The Fed raises interest rate to 2.25% (Reuters) Reuters - The Federal Reserve has raised U.S. interest rates on Tuesday by a quarter of a percentage point for the fifth time this year and has stated that it will continue to gradually raise rock bottom levels to prevent inflation.,0.9533
"Careening Indians Fall Slumping Cleveland lost a three-run lead while Derek Jeter homered and stole two ninth-inning bases as New York sent the Indians to their ninth consecutive loss, 5-4, Tuesday.",1,Sports,"The Indians who took the fall of Cleveland lost a three-time lead while Derek Jeter settled and stole two bases in the ninth round while New York sent the Indians to their ninth consecutive defeat, 5-4 on Tuesday.",0.8771
PeopleSoft Chief Threatens to Sue Over Oracle Statements PeopleSoft's chief executive accused Oracle of spreading misleading information about his stock sales and threatened to sue for defamation.,3,Sci/Tech,PeopleSoft Chief threatens to sue Oracle Statements PeopleSoft's chief executive accused Oracle of broadcasting misleading information about his stock sales and threatened to sue for defamation.,0.9881
"France Opposes Immigrant Transit Camps in Africa France, Sweden and Belgium shot down a German proposal to set up European Union refugee processing centres in North Africa, arguing that the idea would do more harm than good.",0,World,"France opposes immigrant transit camps in Africa France, Sweden and Belgium rejected a German proposal to set up European Union refugee treatment centres in North Africa, arguing that the idea would do more harm than good.",0.9557
"Cash America shuffles assets, sets special dividend WASHINGTON (CBS.MW) -- Cash America International (PWN) said it #39;s reached a deal to acquire privately owned SuperPawn, operator of a 41-store chain of pawn shops in the US including 21 locations in Las Vegas.",2,Business,"Cash America shuffles assets, sets special dividend WASHINGTON (CBS.MW) -- Cash America International (PWN) stated that there was no market to acquire SuperPawn, private owner, operating a chain of 41 stores in the United States, including 21 locations in Las Vegas.",0.96
"Spurs 88, 76ers 80 The Philadelphia 76ers got a firsthand demonstration of why Tim Duncan might be the toughest player in the NBA to defend. Duncan scored a season-high 34 points and grabbed 13 rebounds to lead the Spurs to ",1,Sports,"Spurs 88, 76ers 80 The Philadelphia 76ers got a direct demonstration of why Tim Duncan could be the hardest player in the NBA to defend. Duncan scored a high season 34 points and took 13 rebounds to lead the Spurs to",0.9832
"Saddam #39;s aides set to go on trial Trials of some of Saddam Hussein #39;s aides will begin next week, Iraqi interim Prime Minister Iyad Allawi said. Speaking to Iraq #39;s National Council, he did not name the lieutenants that would go on trial or say when Saddam himself would appear in court.",0,World,"Saddam #39; the aid will go to the trial of some of Saddam Hussein #39; the aid will start next week, said Iraqi interim Prime Minister Iyad Allawi. Addressing Iraq #39; the National Council, he did not appoint the lieutenants who were going to stand trial or say when Saddam himself would appear in court.",0.8683
"SABMiller #39;s China JV in \$154m deal SABMiller, the world #39;s second largest brewer #39;s Chinese joint-venture, China Resources Breweries Limited (CRB) has acquired the Chinese brewing interests of Lion Nathan for an equity value of \$71-million and estimated assumed debt of \$83-million, CRM ",2,Business,"SABMiller #39;s China JV in \154m market SABMiller, the world #39;s second largest brewer #39;s Chinese joint venture, China Resources Breweries Limited (CRB) has acquired the Chinese brewing interest of Lion Nathan for a value in shares of \71 million dollars and estimated assumed debt of \83 million dollars, CRM",0.9794
"HK walks out of 68-month deflation cycle, official Hong Kong Financial Secretary Henry Tang said he believed Hong Kong has walked out of the consumer price deflation cycle that lingered for 68 months, according to the consumer price index trend in the past few years.",2,Business,"HK exits the 68-month deflation cycle, Hong Kong's official financial secretary Henry Tang said he believed that Hong Kong had left the 68-month consumer price deflation cycle, according to the evolution of the consumer price index in recent years.",0.9064
Terror Suspects Arrested in Netherlands Description: Dutch police arrest three suspects after a counterterror operation in The Hague. The murder of filmmaker Theo van Gogh by a suspected Islamic extremist has heightened concern about terrorism in the Netherlands.,0,World,Terrorist Suspects Arrested in the Netherlands Description: The Dutch police arrest three suspects after an anti-terrorist operation in The Hague. The murder of filmmaker Theo van Gogh by an alleged Islamic extremist has increased the concern about terrorism in the Netherlands.,0.979
"Sun trims fourth-quarter earnings by \$12 million Sun Microsystems Inc. trimmed its fourth quarter and full-year 2004 results this week, to account for final accounting of asset retirement obligations and its settlement with Microsoft Corp.",3,Sci/Tech,Sun reduced fourth-quarter profits by $12 million Sun Microsystems Inc. reduced its fourth-quarter and full-year 2004 results this week to reflect the final accounting for asset pension bonds and its settlement with Microsoft Corp.,0.8872
Ontario Securities Commission accuses 4 fund mangers of improper &lt;b&gt;...&lt;/b&gt; TORONTO (CP) - The Ontario Securities Commission is warning four Canadian mutual fund managers of  quot;potential enforcement proceedings quot; for improper trading.,2,Business,The Ontario Securities Commission accuses 4 fund managers of acting inappropriately...&lt;/b&gt; TORONTO (CP) - The Ontario Securities Commission warns four Canadian mutual fund managers against the quot; the quot of enforcement procedures for inappropriate transactions.,0.9094
"Big Tax Plans, Big Tax Risks Reforming the tax system is more politically risky and economically complex than the president let on during the campaign.",2,Business,"Large Tax Plans, Large Tax Risks Reform of the tax system is more politically and economically complex than the President suggested during the campaign.",0.9411
"China Launches Mapping Satellite (AP) AP - China on Sunday launched a satellite that will carry out land surveying and other scientific projects for several days and return to Earth, government media reported.",3,Sci/Tech,"China launches cartography satellite (PA) AP - China launched a satellite on Sunday that will conduct land surveys and other scientific projects for several days and will return to Earth, according to government media.",0.8538
"Appeals court faults Oracle in shareholder suit Judges send case back to lower court to sort out allegations of improper bookkeeping and ""suspicious"" stock sales.",3,Sci/Tech,"Cour d'appel faults Oracle as shareholder trial The judges refer the case to the lower court to settle allegations of bad bookkeeping and ""suspicious"" sales of shares.",0.7496
"Eriksson doesn #39;t feel any extra pressure following scandal NEWCASTLE, England (AP) - England coach Sven-Goran Eriksson said Tuesday he isn #39;t under any extra pressure in the aftermath of a scandal that damaged the Football Association #39;s reputation. ",1,Sports,"Eriksson doesn't have any extra pressure after the NEWCASTLE scandal, England (AP) - England coach Sven-Goran Eriksson said Tuesday he was n°39;t under any additional pressure following a scandal that damaged the reputation of football association n°39.",0.8761
"CBOE to sell stake in National exchange, buy CBOT rights The Chicago Board Options Exchange said Tuesday its directors approved steps to reduce its financial ties to two other exchanges in town.",2,Business,The Chicago Board Options Exchange stated on Tuesday that its administrators have approved measures to reduce its financial ties to two other exchanges in the city.,0.5429
"Google shares released for sale Employees and some investors in Google will be able to sell shares in the company as the latest ""lockup"" phase on sales ends.",2,Business,"Google Shares Released for Sale Google employees and certain investors will be able to sell shares of the company as the last phase of ""blocking"" for sale purposes.",0.9195
"Delta #39;s Aborted Crash Landing If you #39;ve ever been in an airplane that has to abort a landing, you know that it is a completely hair-raising, disorienting experience.",2,Business,"Delta #39;s Aborted Landing If you have ever been on an airplane that has to abort a landing, you know it's a completely warm and disorienting experience.",0.8971
"Earnings Improve at Japanese Electronics Firms The Japanese electronics makers remained cautious about the months ahead, citing worries about global growth. Japanese corporate profits are almost certain to be hurt by any economic slowdown in Japan and in the United States.",2,Business,"Gains are improving for Japanese electronics companies Japanese electronics manufacturers have remained cautious about the coming months, citing concerns about global growth.",0.7845
"TruSecure merges with Betrusted BOSTON - Information security services companies TruSecure Corp. and Betrusted plan to announce on Tuesday that they have merged, forming a new company called Cybertrust.",3,Sci/Tech,"TruSecure merges with Betrusted BOSTON - Information Security Companies TruSecure Corp. and Betrusted plan to announce on Tuesday that they have merged, forming a new company called Cybertrust.",0.9988
"Polycom announces desktop videoconferencing software Polycom made several announcements today, including software that puts videoconferencing capability on standard desktops with third-party cameras.",3,Sci/Tech,"Polycom announces desktop video conferencing software Polycom made several announcements today, including software that puts video conferencing capability on standard desktop computers with third-party cameras.",0.9675
"Schrder adopts Russian orphan Three-year-old Victoria, from St Petersburg, has been living at the Schrders #39; family home in Hanover in northern Germany for several weeks. ",0,World,Schrder adopted the three-year-old Russian orphan Victoria of St. Petersburg lives in Schrders #39; family home in Hanover in northern Germany for several weeks.,0.9692
"Canadian freedoms 'under threat' Personal freedoms in Canada are being eroded by the ""war on terror"", the country's privacy commissioner warns.",0,World,"""Threatened"" Canadian Liberties Personal freedoms in Canada are eroded by the ""war on terrorism,"" warns the Privacy Commissioner of Canada.",0.9457
Merck Shares Drop on Report of Documents About Vioxx Drug Merck  amp; Co. shares fell as much as 7 percent to their lowest level in more than eight years after the Wall Street Journal said the drugmaker tried for years to stop safety concerns from hurting sales of its Vioxx painkiller.,2,Business,Merck Shares Drop on Report of Documents About Vioxx Drug Merck amp; Co. shares fell to 7 percent at their lowest level in more than eight years after the Wall Street Journal said that the drug addict has for years tried to prevent security problems from damaging the sales of his Vioxx painkiller.,0.9929
Belarus #39; Nesterenko fastest in women #39;s 100m first round Belarus #39; Yuliya Nesterenko became the fastest woman to qualify for the women #39;s 100 meters second round at the Olympic Games here on Friday.,1,Sports,Belarus #39; Nesterenko faster for women #39; 100m first round Belarus #39; Yuliya Nesterenko became the fastest woman to qualify for women #39; 100m second round at the Olympic Games here on Friday.,0.991
"Nikkei Closes Higher After Strong Tankan  TOKYO (Reuters) - The Nikkei average closed up 1.49 percent  on Friday, the first day of the fiscal second half, as a strong  reading in the Bank of Japan's ""tankan"" business survey  prompted investors at home and abroad to jump into the market.",2,Business,"Nikkei closes higher after strong TOKYO Tantan (Reuters) - The Nikkei average closed 1.49 percent on Friday, the first day of the second fiscal half, as a strong reading in the Bank of Japan's ""tantan"" business survey prompted investors both at home and abroad to jump into the market.",0.9074
"Fixed-to-mobile substitution gaining momentum There is a strong trend for consumers to move away from using fixed-line phones in concert with mobiles to use mobile handsets for all or most of their voice calls, according to a study conducted for Finnish mobile handset maker Nokia by UK market ",3,Sci/Tech,"Fixed mobile substitution is growing According to a study carried out for the Finnish manufacturer of Nokia mobile phones by the UK market, consumers tend to no longer use fixed phones in conjunction with mobile phones to use mobile handsets for all or most of their phone calls.",0.9127
"Prodigy Adu Learns His Trade at DC United  WASHINGTON (Reuters) - Teenager Freddy Adu, America's most  talked about soccer player, has hardly set the league alight  with his skills in his first season.",1,Sports,"Prodigy Adu learns his trade at DC United WASHINGTON (Reuters) - The American's most-spoken football player, the ado Freddy Adu, has hardly brought the league to light with his skills in his first season.",0.9158
"Boston Red Sox outperform their owner #39;s funds Boston Red Sox owner John Henry #39;s bet on baseball has paid off big with the team #39;s first World Series championship since 1918, but his calls in financial markets have been less blessed this year.",1,Sports,"Boston Red Sox surpasses their owner #39; Boston Red Sox funds owner John Henry #39; baseball bets paid big with team #39; the first World Series championship since 1918, but his calls to the financial markets were less blessed this year.",0.9594
"Mammoth toxic algae bloom sighted off Washington state coast SEATTLE - A toxic algae bloom 30 miles wide has been detected 15 miles off the northwest coast of Washington state, the largest and most potentially lethal yet found by scientists in the region.",3,Sci/Tech,"A 30-mile-wide proliferation of toxic algae was detected 15 miles off the northwestern coast of Washington State, the largest and most potentially fatal seaweed found by scientists in the region.",0.8134
"Intel Cancels Revamped Chip The Intel Corporation said that it was canceling plans to market a faster version of its Pentium 4 chip to focus on products with ""more bang for the buck.""",3,Sci/Tech,"Intel Cancels Revamped Chip Intel Corporation has stated that it is cancelling its intention to market a faster version of its Pentium 4 chip to focus on products with ""more bang for the dollar.""",0.9656
"Sharapova, Molik Advance to Swisscom Final (AP) AP - Wimbledon champion Maria Sharapova advanced to the final of the Swisscom Challenge, defeating fellow Russian Elena Dementieva 4-6, 6-2, 6-3 in one of Saturday's semifinals. The fourth-seeded Sharapova, who eliminated Venus Williams in the quarterfinals, extended her winning streak to 12 matches.",1,Sports,"Sharapova, Molik Advance to Swisscom Final (AP) AP - Wimbledon champion Maria Sharapova came to the Swisscom Challenge final, beating Russian Elena Dementieva 4-6, 6-2, 6-3 in one of Saturday's semifinals.",0.9711
"Australia Police to Trap Cyberspace Pedophiles (Reuters) Reuters - Australian police acting as part of an\international ""cyber cop"" network will be able to trap\pedophiles who use the Internet to ""groom"" or lure children for\sex, under new laws passed by parliament on Tuesday.",3,Sci/Tech,"Australia Police to Trap Cyberspace Pedophiles (Reuters) Reuters - Australian police, part of an international ""cyber cop"" network, will be able to trap pedophiles who use the Internet to ""groom"" or attract children for sex, under new laws passed by Parliament on Tuesday.",0.9917
"Nevada Implements 1st Touch-Screen Voting Machines With Paper-Trail By RACHEL KONRAD     CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to cast ballots in a statewide election on computers that printed paper records of electronic ballots...",3,Sci/Tech,"Nevada implements touch screen voting machines with trail paper By RACHEL KONRAD CARSON CITY, Nev. (AP) -- In what could become a model for other states, Nevada voters on Tuesday became the first in the nation to vote in a national election on computers that printed electronic ballot recordings on paper...",0.9579
Clash of the unpredictables: WI-Pak tie What would happen when two of the worlds most talented and unpredictable sides rub shoulders and that too in an ICC Champions Trophy semi-final?,1,Sports,Clash of the Unforeseeables: WI-Pak tie What would happen when two of the most talented and unpredictable worlds rub their shoulders and that also in a semi-final of the CCI Champions Trophy?,0.9262
"Study: VoIP to proliferate in U.S. households The number of homes using Net telephony should reach 12 million by 2009, but existing VoIP players could face hurdles.",3,Sci/Tech,"Study: VoIP to proliferate in U.S. households The number of households using Net telephony is expected to reach 12 million by 2009, but existing VoIP players could face obstacles.",0.972
"Nedved to rejoin Czech national team after injury healed Czech captain Pavel Nedved will return to the national soccer team once his knee is completely healed, he said in a statement which his manager Zdenek Nehoda provided Tuesday.",1,Sports,"Nedved will join the Czech national team after a healed injury Czech captain Pavel Nedved will return to the national team to soccer once his knee is completely healed, he said in a statement that his manager Zdenek Nehoda provided on Tuesday.",0.9438
"Labour has failed on pensions, commission will report A report on pensions commissioned by the Government will be highly critical of Labour #39;s record on the issue, saying that people are saving far less for retirement than official figures show ",2,Business,"The work has failed on pensions, the committee will report A report on pensions ordered by the government will be very critical of work No. 39; the records on the issue, saying that people save much less for retirement than the official figures show",0.8435
"Bombings at Two Buenos Aires Banks Kill 1 (AP) AP - Homemade bombs exploded in two Buenos Aires banks Wednesday, killing a security guard, police said.",0,World,"Bombs on two banks in Buenos Aires Killing 1 (AP) AP - Artisanal bombs exploded in two banks in Buenos Aires on Wednesday, killing a security guard, police said.",0.9512
"Mexico's Fox Presents Human Rights Plan (AP) AP - President Vicente Fox presented a plan Friday to improve Mexico's checkered human rights record, pledging to eradicate torture and to hold corrupt and abusive authorities accountable for wrongful arrests and shoddy police work.",0,World,"Mexican Fox presents Human Rights Plan (HRP) AP - President Vicente Fox presented on Friday a plan to improve Mexico's human rights record, committing to eradicating torture and holding corrupt and abusive authorities accountable for unjustified arrests and police work.",0.9262
"NCAA Wrong To Close Book On Williams Top-ranked and defending co-national champion USC opens its season tonight against Virginia Tech. Tampa #39;s Mike Williams, the best football player not in the NFL - now officially the best college football player ",1,Sports,"NCAA Wrong To Close Book About Williams USC's leading champion and defender opens his season tonight against Virginia Tech. Tampa #39;s Mike Williams, the best football player not in the NFL - now officially the best university football player",0.9796
"Rising oil, falling stocks lift US Treasury prices US Treasury prices rose on Friday as a potent combination of record high oil prices and slumping stocks kept market participants jittery about the potential for slower growth.",2,Business,"The rise in oil, the fall in stocks, the rise in US Treasury prices US Treasury prices have increased on Friday, a powerful combination of record oil prices and lower securities prices has left market participants concerned about the potential for slower growth.",0.8525
"This could be the week for a Patriots loss The New England Patriots might be like no other powerhouse in NFL history. They almost never dominate, they just always win -- a record 21 victories in a row including the postseason, 18 straight in the regular season.",1,Sports,"It could be the week for a defeat of the Patriots The Patriots of New England could be like no other power in the history of the NFL. They almost never dominate, they just always win -- a record of 21 straight wins including the post-season, 18 straight in the regular season.",0.9211
Powell backpedals on Taiwan remarks US Secretary of State Colin Powell yesterday carefully avoided repeating a suggestion he made earlier this week of an eventual reunification of China and Taiwan.,0,World,U.S. Secretary of State Colin Powell carefully avoided yesterday repeating a suggestion he had made earlier this week of a possible reunification of China and Taiwan.,0.9082
Police use stun gun to subdue T-Wolves #39; Olowokandi Minnesota Timberwolves center Michael Olowokandi was arrested early yesterday after police used a stun gun to subdue him when he refused to leave an Indianapolis club.,1,Sports,Police use a clever weapon to subdue T-Wolves #39; Olowokandi Minnesota Timberwolves centre Michael Olowokandi was arrested early yesterday after police used a clever weapon to subdue him when he refused to leave an Indianapolis club.,0.8272
"Apple Unwraps New IMac G5s PARIS -- Apple Computer will begin shipping its new IMac G5 desktop computer worldwide in mid-September, the company #39;s top marketing executive says.",3,Sci/Tech,"Apple Unwraps New Imac G5s PARIS -- Apple Computer will start shipping its new Imac G5 desktop computer worldwide in mid-September, company #39; s executive top marketing says.",0.9988
Pornsters face life in China smut crackdown China is stepping up its hard line against internet pornography by threatening life imprisonment for anyoner caught peddling porn.,3,Sci/Tech,Pornsters facing life in China smut repression China is intensifying its hard line against Internet pornography by threatening life imprisonment for anyone captured paedophile.,0.9137
"Cardinals swing into playoff mode ST. LOUIS - When the St. Louis Cardinals were playing .500 ball for the last two weeks of the regular season after already having clinched the National League Central championship, one question persisted.",1,Sports,"The cardinals rushed into playoff mode ST. LOUIS - When the cardinals of St. Louis played 500 balls in the last two weeks of the regular season after having already won the championship of the Central National League, a question persisted.",0.899
"America West Backs Away From ATA Bid America West Airlines backed away Thursday from a potential bidding war for bankrupt ATA Airlines, paving the way for AirTran to take over ATA operations.",2,Business,"America West retreated from ATA Bid America West Airlines on Thursday withdrew from a possible auction war for the bankruptcy of ATA Airlines, paving the way for AirTran to resume ATA's operations.",0.8196
"Four employees of British security firm slain by mortar attack in &lt;b&gt;...&lt;/b&gt; A mortar attack killed four employees of a British security firm and wounded 15 others in the Baghdad #39;s Green Zone, a fortified area that houses the ",0,World,"Four British security company employees killed by mortar attack at &lt&gt;...&lt;/b&gt; A mortar attack killed four employees of a British security company and injured 15 others in the green zone of Baghdad, a fortified area that houses the",0.9688
"PeopleSoft down on testimony, forecast Investors react to a disappointing earnings projection and to testimony that dampens hopes of negotiations with Oracle.",3,Sci/Tech,"PeopleSoft down on the testimony, forecast Investors react to a disappointing projection of profits and testimony that cushions hopes for negotiations with Oracle.",0.9629
"Dial M for Music Mobile-phone makers scored a surprising hit four years ago when they introduced handsets equipped with tiny digital cameras. Today, nearly one-third of the cell phones sold worldwide do double duty as cameras ",3,Sci/Tech,"Dial M for Music Mobile phone manufacturers achieved a surprising success four years ago when they introduced handsets equipped with small digital cameras. Today, almost a third of cell phones sold worldwide do double function as cameras",0.9566
"Lowe's road to glory For Derek Lowe, two roads diverged not in a yellow wood, as New England's poet laureate Robert Frost had it, but on the greenswards of Fenway Park, Yankee Stadium, and Busch Stadium.",1,Sports,"Lowe's Road to Glory For Derek Lowe, two roads diverged not in a yellow wood, as Robert Frost, the New England poet, had done, but on the greenswards of Fenway Park, Yankee Stadium and Busch Stadium.",0.9788
Mayor sure of ballpark support DC Mayor Anthony A. Williams said yesterday he is  quot;very confident quot; that he has the seven necessary votes from the DC Council for his plan to build a ballpark near South Capitol Street Southeast.,1,Sports,Mayor is sure to support DC Mayor Anthony A. Williams said yesterday that he was a quot; that he had confidence in him; that he had the seven votes needed from the DC Council for his plan to build a ball park near South Capitol Street Southeast.,0.9234
"Consumer Prices Down, Industry Output Up  WASHINGTON (Reuters) - U.S. consumer prices dropped in July  for the first time in eight months as a sharp run up in energy  costs reversed, the government said in a report that suggested  a slow rate of interest rate hikes is likely.",2,Business,"Falling consumer prices, rising industrial output WASHINGTON (Reuters) - US consumer prices fell in July for the first time in eight months as the sharp rise in energy costs reversed, the government said in a report suggesting a rate of increase in slow interest rates.",0.9187
"US Forces Bomb Iraq's Falluja, Seize Zarqawi Aide (Reuters) Reuters - U.S. planes bombed targets in\Iraq's rebel-held city of Falluja, killing two people, and the\U.S. military said it had captured a lieutenant of its\deadliest Islamist enemy in Iraq in a raid early on Saturday.",0,World,"U.S. forces bomb Iraqi Falluja, Sixteen Zarqawi Aid (Reuters) Reuters - U.S. aircraft bomb targets in the rebel city of Falluja held by Iraq, killing two people, and the U.S. army says it captured a lieutenant from its deadest Islamist enemy in Iraq during a raid early Saturday.",0.9617
"Genome mapped of CO2-absorbing algae US scientists have charted the genetic map of a microscopic algae that absorbs huge amounts of greenhouse gases.  quot;These organisms are incredibly important in the global carbon cycle, quot; said Virginia Armbrust ",3,Sci/Tech,"American scientists have mapped the genetic map of a microscopic algae that absorbs huge amounts of greenhouse gases. quot;These organisms are incredibly important in the global carbon cycle, quot; says Virginia Armbrust",0.9047
"Zarqawi group claims Mosul killings BAGHDAD -- Iraq's most feared terrorist group claimed responsibility yesterday for slaughtering members of the Iraqi security forces in Mosul, where dozens of bodies have been found. The claim raises fears the group has expanded to the north after the loss of its purported base in Fallujah.",0,World,"Zarqawi Group claims to have killed Mosul BAGHDAD - Iraq's most feared terrorist group claimed responsibility yesterday for killing Iraqi security forces in Mosul, where dozens of bodies were found.",0.949
"William Watkins, 78, Recorder of Marine Mammals' Calls, Dies A leading researcher of marine mammal acoustics, William A. Watkins created a database of thousands of underwater calls from more than 70 species.",3,Sci/Tech,"William Watkins, 78, Recorder of Marine Mammals' Calls, dies William A. Watkins, a leading researcher in marine mammal acoustics, has created a database of thousands of underwater calls from over 70 species.",0.9927
"FEC Elects Chairman, Vice Chairman (AP) AP - The Federal Election Commission on Thursday elected a new chairman and vice chairman, choosing as its leaders two members who pushed unsuccessfully for tougher limits on partisan political groups.",0,World,"The FEC elects the President, Vice-President (PA) AP - The Federal Electoral Commission elected on Thursday a new President and the Vice-President, choosing as its leaders two members who have failed to impose stricter limits on partisan political groups.",0.7377
Woman drops sexual assault suit vs. Colorado One of the three women suing the University of Colorado for what they said was the school #39;s failure to protect them against sexual assault by football players has dropped her federal lawsuit.,1,Sports,One of the three women prosecuting the University of Colorado for what they said was school #39; the inability to protect them from sexual assault by football players dropped his federal trial.,0.7866
"Apple Sailing on Digital River the iPod -s a nifty little device, primarily allowing you to listen to downloaded music, but also giving you the opportunity ",3,Sci/Tech,"Apple Sailing on Digital River the iPod - is a small nifty device, mainly allowing you to listen to downloaded music, but also give you the opportunity",0.9753
Europe compromises with US on Iran nuke deadline charge Iran vehemently denies. The IAEA has found many previously concealed nuclear activities in Iran. but no  quot;smoking gun quot; backing the US view.,0,World,"The IAEA has found many previously hidden nuclear activities in Iran, but no quot; the tobacco weapon quot; and support from the American point of view.",0.6973
Cambridge SoundWorks gives digital music a spin Home theater company to help users digitally convert audio CDs and store songs on a DVD or player.,3,Sci/Tech,Cambridge SoundWorks provides digital music as a home cinema company to help users convert digitally audio CDs and store songs on a DVD or player.,0.9107
"So you think you get a lot of e-mail SINGAPORE -- If you didnt think anybody else could possibly get any more spam than you, then think of Bill Gates. The Microsoft Corp.",3,Sci/Tech,"So you think you get a lot of SINGAPORE email -- If you don't think anyone else could get more spam than you, then think about Bill Gates. The Microsoft Corp.",0.9794
"Attacks on Disney's Eisner Abate On Friday, the former Disney directors who led a shareholder rebellion aimed at the ouster of Disney's chief executive and other directors this year said they had dropped plans to run a slate of directors at next year's shareholders meeting.",2,Business,"Attacks on Disney's Eisner Abate On Friday, former Disney administrators who led a shareholder rebellion to oster Disney's CEO and other administrators this year said they had abandoned their plans to lead a list of directors at next year's shareholders' meeting.",0.8736
"Headshake to the SETI Headfake Did the famous screensaver, SETIhome, uncover the first strong evidence for an extraterrestrial signal? The SETI Institute's Seth Shostak discusses how hyperbole can misrepresent the last addition to a list of stellar candidates.",3,Sci/Tech,"Headhake at SETI Headfake Has the famous screenensaver, SETIhome, discovered the first solid evidence of an alien signal? SETI Institute's Seth Shostak discusses how hyperbole can distort the last addition to a list of stellar candidates.",0.9365
"Sex toys find niche market in church-influenced Philippines (AFP) AFP - In this predominantly Roman Catholic country where prostitution is illegal and the church still wields considerable influence on the nation's morals, it is a brave person who goes into business selling sex toys.",0,World,"Sex toys find a niche in the Philippine market influenced by church (AFP) AFP - In this predominantly Roman Catholic country where prostitution is illegal and the church still exerts a considerable influence on the morality of the nation, it is a courageous person who goes into business selling sex toys.",0.9809
Lane drives in winning run in ninth Jason Lane took an unusual post-game batting practice with hitting coach Gary Gaetti after a disappointing performance Friday night.,1,Sports,Lane's drivers in the ninth-place win Jason Lane took an unusual beating practice after the game with coach Gary Gaetti hit after a disappointing performance on Friday night.,0.8541
"Israel, Egypt in Prisoner Swap  CAIRO (Reuters) - Israel released six Egyptian students  from prison on Sunday as part of a deal which includes freedom  for Israeli businessman and convicted spy Azzam Azzam, Egyptian  security sources said.",0,World,"Israel, Egypt in Prisoner Swap CAIRO (Reuters) - Israel released six Egyptian students from prison on Sunday as part of an agreement that includes freedom for the Israeli businessman and the sentenced spy Azzam Azzam, Egyptian security sources said.",0.9965
Sluman shoots course-mark 62 Consistency was the key to Jeff Sluman #39;s record-breaking round on Thursday on the difficult Copperhead Course at the Westin Innisbrook Resort.,1,Sports,Sluman shoots the 62-brand course Consistency was the key to Jeff Sluman #39; the record round on Thursday at the difficult Copperhead Course at Westin Innisbrook Resort.,0.9487
"Australia: Wallets trump war A majority of Australians oppose the Iraq war, but they turned out to be more concerned about the economy.",0,World,"Australia: The Portfolio War A majority of Australians oppose the war in Iraq, but they have been more concerned about the economy.",0.884
Cisco joins WiMax Forum The networking giant formally signs on to the wireless broadband group as the organization's ranks increase.,3,Sci/Tech,Cisco joins WiMax Forum The networking giant officially engages in the wireless broadband group as the ranks of the organization increase.,0.9474
"Court Declines to Hear Gay Marriage Case (AP) AP - The Supreme Court on Monday sidestepped a dispute over gay marriages, rejecting a challenge to the nation's only law sanctioning such unions.",0,World,"Court declines to hear case of gay marriage (PA) AP - The Supreme Court, on Monday, ruled out a dispute over gay marriages, rejecting a challenge to the nation's only law punishing these unions.",0.9021
Supercomputing at your fingertips Machines that only a few years ago seemed to be the stuff of fantasy are slowly but surely reaching the mainstream. &lt;br /&gt; Photos: IBM's Blue Gene/L &lt;br /&gt; Photos: Barcelona's big blade,3,Sci/Tech,"Supercomputing at Hand Machines that, only a few years ago, seemed to be the substance of fantasy are slowly but surely reaching the general public. &lt;br /&gt; Photos: IBM Blue Gene/L &lt;br /&gt; Photos: The Great Blade of Barcelona",0.9643
